Row ID,Pokemon ID,Name,Variation,Variation Sort,Family,Special,National,GO,GO Regional,Has Shiny,Region,Region Sort,Box,Slot,Row,Column,Obtained,Icon URL,Icon
162,omanyte,Omanyte,,,Omanyte,,0138,TRUE,FALSE,TRUE,Kanto,1,6,12,2,6,TRUE,https://pokejungle.net/sprites/shiny/0138.png,
163,omastar,Omastar,,,Omanyte,,0139,TRUE,FALSE,TRUE,Kanto,1,6,13,3,1,TRUE,https://pokejungle.net/sprites/shiny/0139.png,
164,kabuto,Kabuto,,,Kabuto,,0140,TRUE,FALSE,TRUE,Kanto,1,6,14,3,2,TRUE,https://pokejungle.net/sprites/shiny/0140.png,
165,kabutops,Kabutops,,,Kabuto,,0141,TRUE,FALSE,TRUE,Kanto,1,6,15,3,3,TRUE,https://pokejungle.net/sprites/shiny/0141.png,
166,aerodactyl,Aerodactyl,,,Aerodactyl,,0142,TRUE,FALSE,TRUE,Kanto,1,6,16,3,4,TRUE,https://pokejungle.net/sprites/shiny/0142.png,
167,snorlax,Snorlax,,,Munchlax,,0143,TRUE,FALSE,TRUE,Kanto,1,6,17,3,5,TRUE,https://pokejungle.net/sprites/shiny/0143.png,
168,articuno,Articuno,,1,Articuno,Legendary,0144,TRUE,FALSE,TRUE,Kanto,1,6,18,3,6,TRUE,https://pokejungle.net/sprites/shiny/0144.png,
169,zapdos,Zapdos,,1,Zapdos,Legendary,0145,TRUE,FALSE,TRUE,Kanto,1,6,19,4,1,TRUE,https://pokejungle.net/sprites/shiny/0145.png,
170,moltres,Moltres,,1,Moltres,Legendary,0146,TRUE,FALSE,TRUE,Kanto,1,6,20,4,2,TRUE,https://pokejungle.net/sprites/shiny/0146.png,
171,dratini,Dratini,,,Dratini,,0147,TRUE,FALSE,TRUE,Kanto,1,6,21,4,3,TRUE,https://pokejungle.net/sprites/shiny/0147.png,
172,dragonair,Dragonair,,,Dratini,,0148,TRUE,FALSE,TRUE,Kanto,1,6,22,4,4,TRUE,https://pokejungle.net/sprites/shiny/0148.png,
173,dragonite,Dragonite,,,Dratini,,0149,TRUE,FALSE,TRUE,Kanto,1,6,23,4,5,TRUE,https://pokejungle.net/sprites/shiny/0149.png,
174,mewtwo,Mewtwo,,,Mewtwo,Legendary,0150,TRUE,FALSE,TRUE,Kanto,1,6,24,4,6,TRUE,https://pokejungle.net/sprites/shiny/0150.png,
175,mew,Mew,,,Mew,Mythical,0151,TRUE,FALSE,TRUE,Kanto,1,6,25,5,1,TRUE,https://pokejungle.net/sprites/shiny/0151.png,
176,chikorita,Chikorita,,,Chikorita,Starter,0152,TRUE,FALSE,TRUE,Johto,2,6,26,5,2,TRUE,https://pokejungle.net/sprites/shiny/0152.png,
177,bayleef,Bayleef,,,Chikorita,Starter,0153,TRUE,FALSE,TRUE,Johto,2,6,27,5,3,TRUE,https://pokejungle.net/sprites/shiny/0153.png,
178,meganium-male,Meganium,Male,1,Chikorita,Starter,0154,TRUE,FALSE,TRUE,Johto,2,6,28,5,4,TRUE,https://pokejungle.net/sprites/shiny/0154.png,
179,meganium-female,Meganium,Female,2,Chikorita,Starter,0154,TRUE,FALSE,TRUE,Johto,2,6,29,5,5,TRUE,https://pokejungle.net/sprites/shiny/0154.png,
180,cyndaquil,Cyndaquil,,,Cyndaquil,Starter,0155,TRUE,FALSE,TRUE,Johto,2,6,30,5,6,TRUE,https://pokejungle.net/sprites/shiny/0155.png,
181,quilava,Quilava,,,Cyndaquil,Starter,0156,TRUE,FALSE,TRUE,Johto,2,7,1,1,1,TRUE,https://pokejungle.net/sprites/shiny/0156.png,
182,typhlosion,Typhlosion,,1,Cyndaquil,Starter,0157,TRUE,FALSE,TRUE,Johto,2,7,2,1,2,TRUE,https://pokejungle.net/sprites/shiny/0157.png,
183,totodile,Totodile,,,Totodile,Starter,0158,TRUE,FALSE,TRUE,Johto,2,7,3,1,3,TRUE,https://pokejungle.net/sprites/shiny/0158.png,
184,croconaw,Croconaw,,,Totodile,Starter,0159,TRUE,FALSE,TRUE,Johto,2,7,4,1,4,TRUE,https://pokejungle.net/sprites/shiny/0159.png,
185,feraligatr,Feraligatr,,,Totodile,Starter,0160,TRUE,FALSE,TRUE,Johto,2,7,5,1,5,TRUE,https://pokejungle.net/sprites/shiny/0160.png,
186,sentret,Sentret,,,Sentret,,0161,TRUE,FALSE,TRUE,Johto,2,7,6,1,6,TRUE,https://pokejungle.net/sprites/shiny/0161.png,
187,furret,Furret,,,Sentret,,0162,TRUE,FALSE,TRUE,Johto,2,7,7,2,1,TRUE,https://pokejungle.net/sprites/shiny/0162.png,
188,hoothoot,Hoothoot,,,Hoothoot,,0163,TRUE,FALSE,TRUE,Johto,2,7,8,2,2,TRUE,https://pokejungle.net/sprites/shiny/0163.png,
189,noctowl,Noctowl,,,Hoothoot,,0164,TRUE,FALSE,TRUE,Johto,2,7,9,2,3,TRUE,https://pokejungle.net/sprites/shiny/0164.png,
190,ledyba-male,Ledyba,Male,1,Ledyba,,0165,TRUE,FALSE,TRUE,Johto,2,7,10,2,4,TRUE,https://pokejungle.net/sprites/shiny/0165.png,
191,ledyba-female,Ledyba,Female,2,Ledyba,,0165,TRUE,FALSE,TRUE,Johto,2,7,11,2,5,TRUE,https://pokejungle.net/sprites/shiny/0165-f.png,
192,ledian-male,Ledian,Male,1,Ledyba,,0166,TRUE,FALSE,TRUE,Johto,2,7,12,2,6,TRUE,https://pokejungle.net/sprites/shiny/0166.png,
193,ledian-female,Ledian,Female,2,Ledyba,,0166,TRUE,FALSE,TRUE,Johto,2,7,13,3,1,TRUE,https://pokejungle.net/sprites/shiny/0166-f.png,
194,spinarak,Spinarak,,,Spinarak,,0167,TRUE,FALSE,TRUE,Johto,2,7,14,3,2,TRUE,https://pokejungle.net/sprites/shiny/0167.png,
195,ariados,Ariados,,,Spinarak,,0168,TRUE,FALSE,TRUE,Johto,2,7,15,3,3,TRUE,https://pokejungle.net/sprites/shiny/0168.png,
196,crobat,Crobat,,,Zubat,,0169,TRUE,FALSE,TRUE,Johto,2,7,16,3,4,TRUE,https://pokejungle.net/sprites/shiny/0169.png,
197,chinchou,Chinchou,,,Chinchou,,0170,TRUE,FALSE,TRUE,Johto,2,7,17,3,5,TRUE,https://pokejungle.net/sprites/shiny/0170.png,
198,lanturn,Lanturn,,,Chinchou,,0171,TRUE,FALSE,TRUE,Johto,2,7,18,3,6,TRUE,https://pokejungle.net/sprites/shiny/0171.png,
199,pichu,Pichu,,,Pichu,Baby,0172,TRUE,FALSE,TRUE,Johto,2,7,19,4,1,TRUE,https://pokejungle.net/sprites/shiny/0172.png,
200,cleffa,Cleffa,,,Cleffa,Baby,0173,TRUE,FALSE,TRUE,Johto,2,7,20,4,2,TRUE,https://pokejungle.net/sprites/shiny/0173.png,
201,igglybuff,Igglybuff,,,Igglybuff,Baby,0174,TRUE,FALSE,TRUE,Johto,2,7,21,4,3,TRUE,https://pokejungle.net/sprites/shiny/0174.png,
202,togepi,Togepi,,,Togepi,Baby,0175,TRUE,FALSE,TRUE,Johto,2,7,22,4,4,TRUE,https://pokejungle.net/sprites/shiny/0175.png,
203,togetic,Togetic,,,Togepi,,0176,TRUE,FALSE,TRUE,Johto,2,7,23,4,5,TRUE,https://pokejungle.net/sprites/shiny/0176.png,
204,natu,Natu,,,Natu,,0177,TRUE,FALSE,TRUE,Johto,2,7,24,4,6,TRUE,https://pokejungle.net/sprites/shiny/0177.png,
205,xatu-male,Xatu,Male,1,Natu,,0178,TRUE,FALSE,TRUE,Johto,2,7,25,5,1,TRUE,https://pokejungle.net/sprites/shiny/0178.png,
206,xatu-female,Xatu,Female,2,Natu,,0178,TRUE,FALSE,TRUE,Johto,2,7,26,5,2,TRUE,https://pokejungle.net/sprites/shiny/0178-f.png,
207,mareep,Mareep,,,Mareep,,0179,TRUE,FALSE,TRUE,Johto,2,7,27,5,3,TRUE,https://pokejungle.net/sprites/shiny/0179.png,
208,flaaffy,Flaaffy,,,Mareep,,0180,TRUE,FALSE,TRUE,Johto,2,7,28,5,4,TRUE,https://pokejungle.net/sprites/shiny/0180.png,
209,ampharos,Ampharos,,,Mareep,,0181,TRUE,FALSE,TRUE,Johto,2,7,29,5,5,TRUE,https://pokejungle.net/sprites/shiny/0181.png,
210,bellossom,Bellossom,,,Oddish,,0182,TRUE,FALSE,TRUE,Johto,2,7,30,5,6,TRUE,https://pokejungle.net/sprites/shiny/0182.png,
211,marill,Marill,,,Azurill,,0183,TRUE,FALSE,TRUE,Johto,2,8,1,1,1,TRUE,https://pokejungle.net/sprites/shiny/0183.png,
212,azumarill,Azumarill,,,Azurill,,0184,TRUE,FALSE,TRUE,Johto,2,8,2,1,2,TRUE,https://pokejungle.net/sprites/shiny/0184.png,
213,sudowoodo-male,Sudowoodo,Male,1,Bonsly,,0185,TRUE,FALSE,TRUE,Johto,2,8,3,1,3,TRUE,https://pokejungle.net/sprites/shiny/0185.png,
214,sudowoodo-female,Sudowoodo,Female,2,Bonsly,,0185,TRUE,FALSE,TRUE,Johto,2,8,4,1,4,TRUE,https://pokejungle.net/sprites/shiny/0185-f.png,
215,politoed-male,Politoed,Male,1,Poliwag,,0186,TRUE,FALSE,TRUE,Johto,2,8,5,1,5,TRUE,https://pokejungle.net/sprites/shiny/0186.png,
216,politoed-female,Politoed,Female,2,Poliwag,,0186,TRUE,FALSE,TRUE,Johto,2,8,6,1,6,TRUE,https://pokejungle.net/sprites/shiny/0186-f.png,
217,hoppip,Hoppip,,,Hoppip,,0187,TRUE,FALSE,TRUE,Johto,2,8,7,2,1,TRUE,https://pokejungle.net/sprites/shiny/0187.png,
218,skiploom,Skiploom,,,Hoppip,,0188,TRUE,FALSE,TRUE,Johto,2,8,8,2,2,TRUE,https://pokejungle.net/sprites/shiny/0188.png,
219,jumpluff,Jumpluff,,,Hoppip,,0189,TRUE,FALSE,TRUE,Johto,2,8,9,2,3,TRUE,https://pokejungle.net/sprites/shiny/0189.png,
220,aipom-male,Aipom,Male,1,Aipom,,0190,TRUE,FALSE,TRUE,Johto,2,8,10,2,4,TRUE,https://pokejungle.net/sprites/shiny/0190.png,
221,aipom-female,Aipom,Female,2,Aipom,,0190,TRUE,FALSE,TRUE,Johto,2,8,11,2,5,TRUE,https://pokejungle.net/sprites/shiny/0190-f.png,
222,sunkern,Sunkern,,,Sunkern,,0191,TRUE,FALSE,TRUE,Johto,2,8,12,2,6,TRUE,https://pokejungle.net/sprites/shiny/0191.png,
223,sunflora,Sunflora,,,Sunkern,,0192,TRUE,FALSE,TRUE,Johto,2,8,13,3,1,TRUE,https://pokejungle.net/sprites/shiny/0192.png,
224,yanma,Yanma,,,Yanma,,0193,TRUE,FALSE,TRUE,Johto,2,8,14,3,2,TRUE,https://pokejungle.net/sprites/shiny/0193.png,
225,wooper-male,Wooper,Male,1,Wooper,,0194,TRUE,FALSE,TRUE,Johto,2,8,15,3,3,TRUE,https://pokejungle.net/sprites/shiny/0194.png,
226,wooper-female,Wooper,Female,2,Wooper,,0194,TRUE,FALSE,TRUE,Johto,2,8,16,3,4,TRUE,https://pokejungle.net/sprites/shiny/0194-f.png,
227,quagsire-male,Quagsire,Male,1,Wooper,,0195,TRUE,FALSE,TRUE,Johto,2,8,17,3,5,TRUE,https://pokejungle.net/sprites/shiny/0195.png,
228,quagsire-female,Quagsire,Female,2,Wooper,,0195,TRUE,FALSE,TRUE,Johto,2,8,18,3,6,TRUE,https://pokejungle.net/sprites/shiny/0195-f.png,
229,espeon,Espeon,,,Eevee,,0196,TRUE,FALSE,TRUE,Johto,2,8,19,4,1,TRUE,https://pokejungle.net/sprites/shiny/0196.png,
230,umbreon,Umbreon,,,Eevee,,0197,TRUE,FALSE,TRUE,Johto,2,8,20,4,2,TRUE,https://pokejungle.net/sprites/shiny/0197.png,
231,murkrow-male,Murkrow,Male,1,Murkrow,,0198,TRUE,FALSE,TRUE,Johto,2,8,21,4,3,TRUE,https://pokejungle.net/sprites/shiny/0198.png,
232,murkrow-female,Murkrow,Female,2,Murkrow,,0198,TRUE,FALSE,TRUE,Johto,2,8,22,4,4,TRUE,https://pokejungle.net/sprites/shiny/0198-f.png,
233,slowking,Slowking,,1,Slowpoke,,0199,TRUE,FALSE,TRUE,Johto,2,8,23,4,5,TRUE,https://pokejungle.net/sprites/shiny/0199.png,
234,misdreavus,Misdreavus,,,Misdreavus,,0200,TRUE,FALSE,TRUE,Johto,2,8,24,4,6,TRUE,https://pokejungle.net/sprites/shiny/0200.png,
235,unown-a,Unown,A,1,Unown,,0201,TRUE,FALSE,TRUE,Johto,2,8,25,5,1,TRUE,https://pokejungle.net/sprites/shiny/0201.png,
236,unown-b,Unown,B,2,Unown,,0201,TRUE,FALSE,TRUE,Johto,2,8,26,5,2,TRUE,https://pokejungle.net/sprites/shiny/0201-1.png,
237,unown-c,Unown,C,3,Unown,,0201,TRUE,FALSE,TRUE,Johto,2,8,27,5,3,TRUE,https://pokejungle.net/sprites/shiny/0201-2.png,
238,unown-d,Unown,D,4,Unown,,0201,TRUE,FALSE,TRUE,Johto,2,8,28,5,4,TRUE,https://pokejungle.net/sprites/shiny/0201-3.png,
239,unown-e,Unown,E,5,Unown,,0201,TRUE,FALSE,TRUE,Johto,2,8,29,5,5,TRUE,https://pokejungle.net/sprites/shiny/0201-4.png,
240,unown-f,Unown,F,6,Unown,,0201,TRUE,FALSE,TRUE,Johto,2,8,30,5,6,FALSE,https://pokejungle.net/sprites/shiny/0201-5.png,
241,unown-g,Unown,G,7,Unown,,0201,TRUE,FALSE,TRUE,Johto,2,9,1,1,1,TRUE,https://pokejungle.net/sprites/shiny/0201-6.png,
242,unown-h,Unown,H,8,Unown,,0201,TRUE,FALSE,TRUE,Johto,2,9,2,1,2,TRUE,https://pokejungle.net/sprites/shiny/0201-7.png,
243,unown-i,Unown,I,9,Unown,,0201,TRUE,FALSE,TRUE,Johto,2,9,3,1,3,TRUE,https://pokejungle.net/sprites/shiny/0201-8.png,
244,unown-j,Unown,J,10,Unown,,0201,TRUE,FALSE,TRUE,Johto,2,9,4,1,4,FALSE,https://pokejungle.net/sprites/shiny/0201-9.png,
245,unown-k,Unown,K,11,Unown,,0201,FALSE,FALSE,TRUE,Johto,2,9,5,1,5,TRUE,https://pokejungle.net/sprites/shiny/0201-10.png,
246,unown-l,Unown,L,12,Unown,,0201,TRUE,FALSE,TRUE,Johto,2,9,6,1,6,FALSE,https://pokejungle.net/sprites/shiny/0201-11.png,
247,unown-m,Unown,M,13,Unown,,0201,TRUE,FALSE,TRUE,Johto,2,9,7,2,1,FALSE,https://pokejungle.net/sprites/shiny/0201-12.png,
248,unown-n,Unown,N,14,Unown,,0201,TRUE,FALSE,TRUE,Johto,2,9,8,2,2,FALSE,https://pokejungle.net/sprites/shiny/0201-13.png,
249,unown-o,Unown,O,15,Unown,,0201,TRUE,FALSE,TRUE,Johto,2,9,9,2,3,TRUE,https://pokejungle.net/sprites/shiny/0201-14.png,
250,unown-p,Unown,P,16,Unown,,0201,TRUE,FALSE,TRUE,Johto,2,9,10,2,4,TRUE,https://pokejungle.net/sprites/shiny/0201-15.png,
251,unown-q,Unown,Q,17,Unown,,0201,FALSE,FALSE,TRUE,Johto,2,9,11,2,5,FALSE,https://pokejungle.net/sprites/shiny/0201-16.png,
252,unown-r,Unown,R,18,Unown,,0201,TRUE,FALSE,TRUE,Johto,2,9,12,2,6,FALSE,https://pokejungle.net/sprites/shiny/0201-17.png,
253,unown-s,Unown,S,19,Unown,,0201,TRUE,FALSE,TRUE,Johto,2,9,13,3,1,TRUE,https://pokejungle.net/sprites/shiny/0201-18.png,
254,unown-t,Unown,T,20,Unown,,0201,TRUE,FALSE,TRUE,Johto,2,9,14,3,2,FALSE,https://pokejungle.net/sprites/shiny/0201-19.png,
255,unown-u,Unown,U,21,Unown,,0201,TRUE,FALSE,TRUE,Johto,2,9,15,3,3,TRUE,https://pokejungle.net/sprites/shiny/0201-20.png,
256,unown-v,Unown,V,22,Unown,,0201,TRUE,FALSE,TRUE,Johto,2,9,16,3,4,TRUE,https://pokejungle.net/sprites/shiny/0201-21.png,
257,unown-w,Unown,W,23,Unown,,0201,FALSE,FALSE,TRUE,Johto,2,9,17,3,5,FALSE,https://pokejungle.net/sprites/shiny/0201-22.png,
258,unown-x,Unown,X,24,Unown,,0201,TRUE,FALSE,TRUE,Johto,2,9,18,3,6,FALSE,https://pokejungle.net/sprites/shiny/0201-23.png,
259,unown-y,Unown,Y,25,Unown,,0201,TRUE,FALSE,TRUE,Johto,2,9,19,4,1,TRUE,https://pokejungle.net/sprites/shiny/0201-24.png,
260,unown-z,Unown,Z,26,Unown,,0201,FALSE,FALSE,TRUE,Johto,2,9,20,4,2,TRUE,https://pokejungle.net/sprites/shiny/0201-25.png,
261,unown-question,Unown,question,27,Unown,,0201,TRUE,FALSE,TRUE,Johto,2,9,21,4,3,FALSE,https://pokejungle.net/sprites/shiny/0201-26.png,
262,unown-exclamation,Unown,exclamation,28,Unown,,0201,TRUE,FALSE,TRUE,Johto,2,9,22,4,4,FALSE,https://pokejungle.net/sprites/shiny/0201-27.png,
263,wobbuffet-male,Wobbuffet,Male,1,Wynaut,,0202,TRUE,FALSE,TRUE,Johto,2,9,23,4,5,TRUE,https://pokejungle.net/sprites/shiny/0202.png,
264,wobbuffet-female,Wobbuffet,Female,2,Wynaut,,0202,TRUE,FALSE,TRUE,Johto,2,9,24,4,6,TRUE,https://pokejungle.net/sprites/shiny/0202.png,
265,girafarig-male,Girafarig,Male,1,Girafarig,,0203,TRUE,FALSE,TRUE,Johto,2,9,25,5,1,TRUE,https://pokejungle.net/sprites/shiny/0203.png,
266,girafarig-female,Girafarig,Female,2,Girafarig,,0203,TRUE,FALSE,TRUE,Johto,2,9,26,5,2,TRUE,https://pokejungle.net/sprites/shiny/0203-f.png,
267,pineco,Pineco,,,Pineco,,0204,TRUE,FALSE,TRUE,Johto,2,9,27,5,3,TRUE,https://pokejungle.net/sprites/shiny/0204.png,
268,forretress,Forretress,,,Pineco,,0205,TRUE,FALSE,TRUE,Johto,2,9,28,5,4,TRUE,https://pokejungle.net/sprites/shiny/0205.png,
269,dunsparce,Dunsparce,,,Dunsparce,,0206,TRUE,FALSE,TRUE,Johto,2,9,29,5,5,TRUE,https://pokejungle.net/sprites/shiny/0206.png,
270,gligar-male,Gligar,Male,1,Gligar,,0207,TRUE,FALSE,TRUE,Johto,2,9,30,5,6,TRUE,https://pokejungle.net/sprites/shiny/0207.png,
271,gligar-female,Gligar,Female,2,Gligar,,0207,TRUE,FALSE,TRUE,Johto,2,10,1,1,1,TRUE,https://pokejungle.net/sprites/shiny/0207-f.png,
272,steelix-male,Steelix,Male,1,Onix,,0208,TRUE,FALSE,TRUE,Johto,2,10,2,1,2,TRUE,https://pokejungle.net/sprites/shiny/0208.png,
273,steelix-female,Steelix,Female,2,Onix,,0208,TRUE,FALSE,TRUE,Johto,2,10,3,1,3,TRUE,https://pokejungle.net/sprites/shiny/0208-f.png,
274,snubbull,Snubbull,,,Snubbull,,0209,TRUE,FALSE,TRUE,Johto,2,10,4,1,4,TRUE,https://pokejungle.net/sprites/shiny/0209.png,
275,granbull,Granbull,,,Snubbull,,0210,TRUE,FALSE,TRUE,Johto,2,10,5,1,5,TRUE,https://pokejungle.net/sprites/shiny/0210.png,
276,qwilfish,Qwilfish,,1,Qwilfish,,0211,TRUE,FALSE,TRUE,Johto,2,10,6,1,6,TRUE,https://pokejungle.net/sprites/shiny/0211.png,
277,scizor-male,Scizor,Male,1,Scyther,,0212,TRUE,FALSE,TRUE,Johto,2,10,7,2,1,TRUE,https://pokejungle.net/sprites/shiny/0212.png,
278,scizor-female,Scizor,Female,2,Scyther,,0212,TRUE,FALSE,TRUE,Johto,2,10,8,2,2,TRUE,https://pokejungle.net/sprites/shiny/0212-f.png,
279,shuckle,Shuckle,,,Shuckle,,0213,TRUE,FALSE,TRUE,Johto,2,10,9,2,3,TRUE,https://pokejungle.net/sprites/shiny/0213.png,
280,heracross-male,Heracross,Male,1,Heracross,,0214,TRUE,TRUE,TRUE,Johto,2,10,10,2,4,TRUE,https://pokejungle.net/sprites/shiny/0214.png,
281,heracross-female,Heracross,Female,2,Heracross,,0214,TRUE,TRUE,TRUE,Johto,2,10,11,2,5,TRUE,https://pokejungle.net/sprites/shiny/0214-f.png,
282,sneasel-male,Sneasel,Male,1,Sneasel,,0215,TRUE,FALSE,TRUE,Johto,2,10,12,2,6,TRUE,https://pokejungle.net/sprites/shiny/0215.png,
283,sneasel-female,Sneasel,Female,2,Sneasel,,0215,TRUE,FALSE,TRUE,Johto,2,10,13,3,1,TRUE,https://pokejungle.net/sprites/shiny/0215-f.png,
284,teddiursa,Teddiursa,,,Teddiursa,,0216,TRUE,FALSE,TRUE,Johto,2,10,14,3,2,TRUE,https://pokejungle.net/sprites/shiny/0216.png,
285,ursaring-male,Ursaring,Male,1,Teddiursa,,0217,TRUE,FALSE,TRUE,Johto,2,10,15,3,3,TRUE,https://pokejungle.net/sprites/shiny/0217.png,
286,ursaring-female,Ursaring,Female,2,Teddiursa,,0217,TRUE,FALSE,TRUE,Johto,2,10,16,3,4,TRUE,https://pokejungle.net/sprites/shiny/0217-f.png,
287,slugma,Slugma,,,Slugma,,0218,TRUE,FALSE,TRUE,Johto,2,10,17,3,5,TRUE,https://pokejungle.net/sprites/shiny/0218.png,
288,magcargo,Magcargo,,,Slugma,,0219,TRUE,FALSE,TRUE,Johto,2,10,18,3,6,TRUE,https://pokejungle.net/sprites/shiny/0219.png,
289,swinub,Swinub,,,Swinub,,0220,TRUE,FALSE,TRUE,Johto,2,10,19,4,1,TRUE,https://pokejungle.net/sprites/shiny/0220.png,
290,piloswine-male,Piloswine,Male,1,Swinub,,0221,TRUE,FALSE,TRUE,Johto,2,10,20,4,2,TRUE,https://pokejungle.net/sprites/shiny/0221.png,
291,piloswine-female,Piloswine,Female,2,Swinub,,0221,TRUE,FALSE,TRUE,Johto,2,10,21,4,3,TRUE,https://pokejungle.net/sprites/shiny/0221-f.png,
292,corsola,Corsola,,1,Corsola,,0222,TRUE,TRUE,TRUE,Johto,2,10,22,4,4,TRUE,https://pokejungle.net/sprites/shiny/0222.png,
293,remoraid,Remoraid,,,Remoraid,,0223,TRUE,FALSE,TRUE,Johto,2,10,23,4,5,TRUE,https://pokejungle.net/sprites/shiny/0223.png,
294,octillery-male,Octillery,Male,1,Remoraid,,0224,TRUE,FALSE,TRUE,Johto,2,10,24,4,6,TRUE,https://pokejungle.net/sprites/shiny/0224.png,
295,octillery-female,Octillery,Female,2,Remoraid,,0224,TRUE,FALSE,TRUE,Johto,2,10,25,5,1,TRUE,https://pokejungle.net/sprites/shiny/0224-f.png,
296,delibird,Delibird,,,Delibird,,0225,TRUE,FALSE,TRUE,Johto,2,10,26,5,2,TRUE,https://pokejungle.net/sprites/shiny/0225.png,
297,mantine,Mantine,,,Mantyke,,0226,TRUE,FALSE,TRUE,Johto,2,10,27,5,3,TRUE,https://pokejungle.net/sprites/shiny/0226.png,
298,skarmory,Skarmory,,,Skarmory,,0227,TRUE,FALSE,TRUE,Johto,2,10,28,5,4,TRUE,https://pokejungle.net/sprites/shiny/0227.png,
299,houndour,Houndour,,,Houndour,,0228,TRUE,FALSE,TRUE,Johto,2,10,29,5,5,TRUE,https://pokejungle.net/sprites/shiny/0228.png,
300,houndoom-male,Houndoom,Male,1,Houndour,,0229,TRUE,FALSE,TRUE,Johto,2,10,30,5,6,TRUE,https://pokejungle.net/sprites/shiny/0229.png,
301,houndoom-female,Houndoom,Female,2,Houndour,,0229,TRUE,FALSE,TRUE,Johto,2,11,1,1,1,TRUE,https://pokejungle.net/sprites/shiny/0229-f.png,
302,kingdra,Kingdra,,,Horsea,,0230,TRUE,FALSE,TRUE,Johto,2,11,2,1,2,TRUE,https://pokejungle.net/sprites/shiny/0230.png,
303,phanpy,Phanpy,,,Phanpy,,0231,TRUE,FALSE,TRUE,Johto,2,11,3,1,3,TRUE,https://pokejungle.net/sprites/shiny/0231.png,
304,donphan-male,Donphan,Male,1,Phanpy,,0232,TRUE,FALSE,TRUE,Johto,2,11,4,1,4,TRUE,https://pokejungle.net/sprites/shiny/0232.png,
305,donphan-female,Donphan,Female,2,Phanpy,,0232,TRUE,FALSE,TRUE,Johto,2,11,5,1,5,TRUE,https://pokejungle.net/sprites/shiny/0232-f.png,
306,porygon2,Porygon2,,,Porygon,,0233,TRUE,FALSE,TRUE,Johto,2,11,6,1,6,TRUE,https://pokejungle.net/sprites/shiny/0233.png,
307,stantler,Stantler,,,Stantler,,0234,TRUE,FALSE,TRUE,Johto,2,11,7,2,1,TRUE,https://pokejungle.net/sprites/shiny/0234.png,
308,smeargle,Smeargle,,,Smeargle,,0235,TRUE,FALSE,TRUE,Johto,2,11,8,2,2,TRUE,https://pokejungle.net/sprites/shiny/0235.png,
309,tyrogue,Tyrogue,,,Tyrogue,Baby,0236,TRUE,FALSE,TRUE,Johto,2,11,9,2,3,TRUE,https://pokejungle.net/sprites/shiny/0236.png,
310,hitmontop,Hitmontop,,,Tyrogue,,0237,TRUE,FALSE,TRUE,Johto,2,11,10,2,4,TRUE,https://pokejungle.net/sprites/shiny/0237.png,
311,smoochum,Smoochum,,,Smoochum,Baby,0238,TRUE,FALSE,TRUE,Johto,2,11,11,2,5,TRUE,https://pokejungle.net/sprites/shiny/0238.png,
312,elekid,Elekid,,,Elekid,Baby,0239,TRUE,FALSE,TRUE,Johto,2,11,12,2,6,TRUE,https://pokejungle.net/sprites/shiny/0239.png,
313,magby,Magby,,,Magby,Baby,0240,TRUE,FALSE,TRUE,Johto,2,11,13,3,1,TRUE,https://pokejungle.net/sprites/shiny/0240.png,
314,miltank,Miltank,,,Miltank,,0241,TRUE,FALSE,TRUE,Johto,2,11,14,3,2,TRUE,https://pokejungle.net/sprites/shiny/0241.png,
315,blissey,Blissey,,,Happiny,,0242,TRUE,FALSE,TRUE,Johto,2,11,15,3,3,TRUE,https://pokejungle.net/sprites/shiny/0242.png,
316,raikou,Raikou,,,Raikou,Legendary,0243,TRUE,FALSE,TRUE,Johto,2,11,16,3,4,TRUE,https://pokejungle.net/sprites/shiny/0243.png,
317,entei,Entei,,,Entei,Legendary,0244,TRUE,FALSE,TRUE,Johto,2,11,17,3,5,TRUE,https://pokejungle.net/sprites/shiny/0244.png,
318,suicune,Suicune,,,Suicune,Legendary,0245,TRUE,FALSE,TRUE,Johto,2,11,18,3,6,TRUE,https://pokejungle.net/sprites/shiny/0245.png,
319,larvitar,Larvitar,,,Larvitar,,0246,TRUE,FALSE,TRUE,Johto,2,11,19,4,1,TRUE,https://pokejungle.net/sprites/shiny/0246.png,
320,pupitar,Pupitar,,,Larvitar,,0247,TRUE,FALSE,TRUE,Johto,2,11,20,4,2,TRUE,https://pokejungle.net/sprites/shiny/0247.png,
321,tyranitar,Tyranitar,,,Larvitar,,0248,TRUE,FALSE,TRUE,Johto,2,11,21,4,3,TRUE,https://pokejungle.net/sprites/shiny/0248.png,
322,lugia,Lugia,,,Lugia,Legendary,0249,TRUE,FALSE,TRUE,Johto,2,11,22,4,4,TRUE,https://pokejungle.net/sprites/shiny/0249.png,
323,ho-oh,Ho-Oh,,,Ho-Oh,Legendary,0250,TRUE,FALSE,TRUE,Johto,2,11,23,4,5,TRUE,https://pokejungle.net/sprites/shiny/0250.png,
324,celebi,Celebi,,,Celebi,Mythical,0251,TRUE,FALSE,TRUE,Johto,2,11,24,4,6,TRUE,https://pokejungle.net/sprites/shiny/0251.png,
325,treecko,Treecko,,,Treecko,Starter,0252,TRUE,FALSE,TRUE,Hoenn,3,11,25,5,1,TRUE,https://pokejungle.net/sprites/shiny/0252.png,
